fname,iD,length,label
audiodata/wav/turdus_merula/turdus_merula_177722.wav,177722,54,12
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_358602.wav,358602,10,4
audiodata/wav/erithacus_rubecula/erithacus_rubecula_508005.wav,508005,68,8
audiodata/wav/fringilla_coelebs/fringilla_coelebs_177395.wav,177395,54,7
audiodata/wav/fringilla_coelebs/fringilla_coelebs_511026.wav,511026,45,7
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_466233.wav,466233,16,3
audiodata/wav/turdus_merula/turdus_merula_213381.wav,213381,71,12
audiodata/wav/turdus_merula/turdus_merula_434474.wav,434474,64,12
audiodata/wav/regulus_regulus/regulus_regulus_344394.wav,344394,33,2
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_324714.wav,324714,60,4
audiodata/wav/fringilla_coelebs/fringilla_coelebs_385306.wav,385306,39,7
audiodata/wav/turdus_merula/turdus_merula_116939.wav,116939,74,12
audiodata/wav/parus_major/parus_major_25672.wav,25672,27,6
audiodata/wav/fringilla_coelebs/fringilla_coelebs_379120.wav,379120,25,7
audiodata/wav/turdus_merula/turdus_merula_346461.wav,346461,27,12
audiodata/wav/turdus_merula/turdus_merula_353467.wav,353467,60,12
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_307848.wav,307848,46,3
audiodata/wav/carduelis_carduelis/carduelis_carduelis_405943.wav,405943,40,5
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_362730.wav,362730,35,4
audiodata/wav/turdus_merula/turdus_merula_313402.wav,313402,81,12
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_516954.wav,516954,13,0
audiodata/wav/erithacus_rubecula/erithacus_rubecula_362044.wav,362044,55,8
audiodata/wav/passer_domesticus/passer_domesticus_521289.wav,521289,25,9
audiodata/wav/parus_major/parus_major_407131.wav,407131,62,6
audiodata/wav/fringilla_coelebs/fringilla_coelebs_386204.wav,386204,46,7
audiodata/wav/turdus_merula/turdus_merula_551562.wav,551562,29,12
audiodata/wav/turdus_merula/turdus_merula_200785.wav,200785,14,12
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_102102.wav,102102,22,3
audiodata/wav/turdus_merula/turdus_merula_318039.wav,318039,55,12
audiodata/wav/carduelis_carduelis/carduelis_carduelis_263692.wav,263692,43,5
audiodata/wav/parus_major/parus_major_217651.wav,217651,60,6
audiodata/wav/parus_major/parus_major_174773.wav,174773,38,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_287443.wav,287443,65,4
audiodata/wav/turdus_merula/turdus_merula_549331.wav,549331,89,12
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_356361.wav,356361,74,4
audiodata/wav/turdus_merula/turdus_merula_374954.wav,374954,43,12
audiodata/wav/linaria_cannabina/linaria_cannabina_270311.wav,270311,40,1
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_347411.wav,347411,16,4
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_478149.wav,478149,56,4
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_413876.wav,413876,44,4
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_58783.wav,58783,47,4
audiodata/wav/passer_domesticus/passer_domesticus_463361.wav,463361,20,9
audiodata/wav/hirundo_rustica/hirundo_rustica_335495.wav,335495,22,10
audiodata/wav/fringilla_coelebs/fringilla_coelebs_320320.wav,320320,46,7
audiodata/wav/columba_palumbus/columba_palumbus_101518.wav,101518,16,11
audiodata/wav/turdus_merula/turdus_merula_74975.wav,74975,83,12
audiodata/wav/regulus_regulus/regulus_regulus_434360.wav,434360,52,2
audiodata/wav/fringilla_coelebs/fringilla_coelebs_72743.wav,72743,17,7
audiodata/wav/parus_major/parus_major_303422.wav,303422,69,6
audiodata/wav/carduelis_carduelis/carduelis_carduelis_298516.wav,298516,36,5
audiodata/wav/regulus_regulus/regulus_regulus_216365.wav,216365,39,2
audiodata/wav/fringilla_coelebs/fringilla_coelebs_56022.wav,56022,46,7
audiodata/wav/hirundo_rustica/hirundo_rustica_361218.wav,361218,16,10
audiodata/wav/parus_major/parus_major_453380.wav,453380,12,6
audiodata/wav/hirundo_rustica/hirundo_rustica_471705.wav,471705,51,10
audiodata/wav/fringilla_coelebs/fringilla_coelebs_308106.wav,308106,27,7
audiodata/wav/erithacus_rubecula/erithacus_rubecula_235153.wav,235153,44,8
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_317354.wav,317354,59,4
audiodata/wav/erithacus_rubecula/erithacus_rubecula_233572.wav,233572,55,8
audiodata/wav/erithacus_rubecula/erithacus_rubecula_361325.wav,361325,59,8
audiodata/wav/turdus_merula/turdus_merula_306721.wav,306721,42,12
audiodata/wav/parus_major/parus_major_127755.wav,127755,23,6
audiodata/wav/fringilla_coelebs/fringilla_coelebs_373544.wav,373544,76,7
audiodata/wav/columba_palumbus/columba_palumbus_96280.wav,96280,50,11
audiodata/wav/carduelis_carduelis/carduelis_carduelis_508665.wav,508665,23,5
audiodata/wav/erithacus_rubecula/erithacus_rubecula_442781.wav,442781,32,8
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_539510.wav,539510,90,0
audiodata/wav/fringilla_coelebs/fringilla_coelebs_187361.wav,187361,40,7
audiodata/wav/erithacus_rubecula/erithacus_rubecula_537919.wav,537919,34,8
audiodata/wav/passer_domesticus/passer_domesticus_418161.wav,418161,17,9
audiodata/wav/fringilla_coelebs/fringilla_coelebs_78396.wav,78396,42,7
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_469036.wav,469036,66,0
audiodata/wav/passer_domesticus/passer_domesticus_198627.wav,198627,49,9
audiodata/wav/parus_major/parus_major_359031.wav,359031,79,6
audiodata/wav/carduelis_carduelis/carduelis_carduelis_325364.wav,325364,53,5
audiodata/wav/columba_palumbus/columba_palumbus_548936.wav,548936,20,11
audiodata/wav/carduelis_carduelis/carduelis_carduelis_77403.wav,77403,27,5
audiodata/wav/fringilla_coelebs/fringilla_coelebs_157400.wav,157400,41,7
audiodata/wav/hirundo_rustica/hirundo_rustica_267421.wav,267421,44,10
audiodata/wav/turdus_merula/turdus_merula_97817.wav,97817,78,12
audiodata/wav/carduelis_carduelis/carduelis_carduelis_502498.wav,502498,84,5
audiodata/wav/turdus_merula/turdus_merula_435415.wav,435415,77,12
audiodata/wav/parus_major/parus_major_540866.wav,540866,64,6
audiodata/wav/fringilla_coelebs/fringilla_coelebs_278567.wav,278567,13,7
audiodata/wav/parus_major/parus_major_240795.wav,240795,31,6
audiodata/wav/regulus_regulus/regulus_regulus_381371.wav,381371,46,2
audiodata/wav/fringilla_coelebs/fringilla_coelebs_122548.wav,122548,81,7
audiodata/wav/parus_major/parus_major_311552.wav,311552,24,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_241905.wav,241905,19,4
audiodata/wav/carduelis_carduelis/carduelis_carduelis_304943.wav,304943,53,5
audiodata/wav/turdus_merula/turdus_merula_382839.wav,382839,14,12
audiodata/wav/parus_major/parus_major_183197.wav,183197,32,6
audiodata/wav/hirundo_rustica/hirundo_rustica_361808.wav,361808,82,10
audiodata/wav/fringilla_coelebs/fringilla_coelebs_324750.wav,324750,57,7
audiodata/wav/fringilla_coelebs/fringilla_coelebs_278566.wav,278566,30,7
audiodata/wav/parus_major/parus_major_214637.wav,214637,45,6
audiodata/wav/parus_major/parus_major_460326.wav,460326,70,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_142271.wav,142271,93,4
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_409436.wav,409436,25,4
audiodata/wav/fringilla_coelebs/fringilla_coelebs_468283.wav,468283,56,7
audiodata/wav/parus_major/parus_major_132206.wav,132206,31,6
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_129168.wav,129168,49,3
audiodata/wav/parus_major/parus_major_139117.wav,139117,51,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_176481.wav,176481,41,4
audiodata/wav/parus_major/parus_major_538934.wav,538934,33,6
audiodata/wav/columba_palumbus/columba_palumbus_276691.wav,276691,13,11
audiodata/wav/parus_major/parus_major_549897.wav,549897,24,6
audiodata/wav/turdus_merula/turdus_merula_134645.wav,134645,23,12
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_103823.wav,103823,59,4
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_132262.wav,132262,25,4
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_313419.wav,313419,85,4
audiodata/wav/erithacus_rubecula/erithacus_rubecula_447485.wav,447485,20,8
audiodata/wav/erithacus_rubecula/erithacus_rubecula_103717.wav,103717,48,8
audiodata/wav/parus_major/parus_major_545641.wav,545641,45,6
audiodata/wav/parus_major/parus_major_310220.wav,310220,18,6
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_540540.wav,540540,16,3
audiodata/wav/passer_domesticus/passer_domesticus_236834.wav,236834,19,9
audiodata/wav/fringilla_coelebs/fringilla_coelebs_386017.wav,386017,91,7
audiodata/wav/fringilla_coelebs/fringilla_coelebs_324070.wav,324070,30,7
audiodata/wav/fringilla_coelebs/fringilla_coelebs_252656.wav,252656,25,7
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_509462.wav,509462,50,0
audiodata/wav/fringilla_coelebs/fringilla_coelebs_263129.wav,263129,38,7
audiodata/wav/passer_domesticus/passer_domesticus_34628.wav,34628,21,9
audiodata/wav/turdus_merula/turdus_merula_353527.wav,353527,50,12
audiodata/wav/erithacus_rubecula/erithacus_rubecula_512094.wav,512094,40,8
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_298112.wav,298112,19,0
audiodata/wav/parus_major/parus_major_302841.wav,302841,65,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_148471.wav,148471,24,4
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_512130.wav,512130,39,0
audiodata/wav/erithacus_rubecula/erithacus_rubecula_209484.wav,209484,21,8
audiodata/wav/fringilla_coelebs/fringilla_coelebs_246269.wav,246269,20,7
audiodata/wav/erithacus_rubecula/erithacus_rubecula_324574.wav,324574,75,8
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_401838.wav,401838,63,4
audiodata/wav/fringilla_coelebs/fringilla_coelebs_505498.wav,505498,49,7
audiodata/wav/linaria_cannabina/linaria_cannabina_445590.wav,445590,26,1
audiodata/wav/linaria_cannabina/linaria_cannabina_410551.wav,410551,45,1
audiodata/wav/fringilla_coelebs/fringilla_coelebs_386266.wav,386266,15,7
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_383672.wav,383672,52,0
audiodata/wav/turdus_merula/turdus_merula_412892.wav,412892,18,12
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_432382.wav,432382,10,4
audiodata/wav/fringilla_coelebs/fringilla_coelebs_128826.wav,128826,29,7
audiodata/wav/erithacus_rubecula/erithacus_rubecula_176248.wav,176248,12,8
audiodata/wav/parus_major/parus_major_389149.wav,389149,33,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_468488.wav,468488,50,4
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_532743.wav,532743,15,4
audiodata/wav/parus_major/parus_major_466804.wav,466804,73,6
audiodata/wav/turdus_merula/turdus_merula_46194.wav,46194,72,12
audiodata/wav/turdus_merula/turdus_merula_434442.wav,434442,46,12
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_404258.wav,404258,29,3
audiodata/wav/turdus_merula/turdus_merula_384358.wav,384358,18,12
audiodata/wav/hirundo_rustica/hirundo_rustica_361747.wav,361747,15,10
audiodata/wav/passer_domesticus/passer_domesticus_100531.wav,100531,36,9
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_384565.wav,384565,47,3
audiodata/wav/parus_major/parus_major_304745.wav,304745,58,6
audiodata/wav/erithacus_rubecula/erithacus_rubecula_171714.wav,171714,73,8
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_474427.wav,474427,28,0
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_170508.wav,170508,44,3
audiodata/wav/carduelis_carduelis/carduelis_carduelis_551244.wav,551244,69,5
audiodata/wav/erithacus_rubecula/erithacus_rubecula_183417.wav,183417,39,8
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_372988.wav,372988,35,3
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_330670.wav,330670,25,3
audiodata/wav/parus_major/parus_major_356366.wav,356366,33,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_362392.wav,362392,94,4
audiodata/wav/fringilla_coelebs/fringilla_coelebs_187056.wav,187056,80,7
audiodata/wav/fringilla_coelebs/fringilla_coelebs_283596.wav,283596,68,7
audiodata/wav/parus_major/parus_major_91116.wav,91116,24,6
audiodata/wav/parus_major/parus_major_402981.wav,402981,31,6
audiodata/wav/parus_major/parus_major_132426.wav,132426,43,6
audiodata/wav/parus_major/parus_major_551692.wav,551692,33,6
audiodata/wav/parus_major/parus_major_288731.wav,288731,10,6
audiodata/wav/turdus_merula/turdus_merula_183819.wav,183819,59,12
audiodata/wav/passer_domesticus/passer_domesticus_293981.wav,293981,38,9
audiodata/wav/fringilla_coelebs/fringilla_coelebs_407051.wav,407051,31,7
audiodata/wav/parus_major/parus_major_303437.wav,303437,25,6
audiodata/wav/erithacus_rubecula/erithacus_rubecula_306617.wav,306617,41,8
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_324089.wav,324089,34,4
audiodata/wav/erithacus_rubecula/erithacus_rubecula_467576.wav,467576,56,8
audiodata/wav/fringilla_coelebs/fringilla_coelebs_281750.wav,281750,25,7
audiodata/wav/fringilla_coelebs/fringilla_coelebs_216163.wav,216163,16,7
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_194403.wav,194403,30,4
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_431714.wav,431714,45,0
audiodata/wav/parus_major/parus_major_538945.wav,538945,68,6
audiodata/wav/parus_major/parus_major_535375.wav,535375,70,6
audiodata/wav/turdus_merula/turdus_merula_72861.wav,72861,45,12
audiodata/wav/parus_major/parus_major_171375.wav,171375,49,6
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_356178.wav,356178,62,3
audiodata/wav/parus_major/parus_major_170516.wav,170516,80,6
audiodata/wav/hirundo_rustica/hirundo_rustica_247817.wav,247817,10,10
audiodata/wav/fringilla_coelebs/fringilla_coelebs_243952.wav,243952,13,7
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_178557.wav,178557,54,4
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_384220.wav,384220,31,3
audiodata/wav/erithacus_rubecula/erithacus_rubecula_62729.wav,62729,32,8
audiodata/wav/turdus_merula/turdus_merula_379941.wav,379941,50,12
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_81029.wav,81029,27,4
audiodata/wav/regulus_regulus/regulus_regulus_213775.wav,213775,35,2
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_529060.wav,529060,41,4
audiodata/wav/fringilla_coelebs/fringilla_coelebs_478400.wav,478400,36,7
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_236630.wav,236630,53,4
audiodata/wav/fringilla_coelebs/fringilla_coelebs_76580.wav,76580,41,7
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_132263.wav,132263,26,4
audiodata/wav/passer_domesticus/passer_domesticus_344319.wav,344319,81,9
audiodata/wav/carduelis_carduelis/carduelis_carduelis_276721.wav,276721,58,5
audiodata/wav/parus_major/parus_major_384973.wav,384973,26,6
audiodata/wav/hirundo_rustica/hirundo_rustica_361739.wav,361739,17,10
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_317458.wav,317458,28,4
audiodata/wav/regulus_regulus/regulus_regulus_533924.wav,533924,93,2
audiodata/wav/turdus_merula/turdus_merula_78121.wav,78121,89,12
audiodata/wav/parus_major/parus_major_417773.wav,417773,15,6
audiodata/wav/erithacus_rubecula/erithacus_rubecula_103990.wav,103990,73,8
audiodata/wav/carduelis_carduelis/carduelis_carduelis_41064.wav,41064,34,5
audiodata/wav/parus_major/parus_major_214406.wav,214406,64,6
audiodata/wav/regulus_regulus/regulus_regulus_472205.wav,472205,48,2
audiodata/wav/parus_major/parus_major_538937.wav,538937,28,6
audiodata/wav/parus_major/parus_major_67202.wav,67202,22,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_421388.wav,421388,62,4
audiodata/wav/turdus_merula/turdus_merula_466535.wav,466535,52,12
audiodata/wav/linaria_cannabina/linaria_cannabina_181118.wav,181118,71,1
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_462715.wav,462715,42,3
audiodata/wav/turdus_merula/turdus_merula_377045.wav,377045,52,12
audiodata/wav/parus_major/parus_major_503961.wav,503961,41,6
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_239264.wav,239264,12,3
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_549424.wav,549424,67,0
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_143968.wav,143968,27,4
audiodata/wav/parus_major/parus_major_469319.wav,469319,14,6
audiodata/wav/turdus_merula/turdus_merula_410425.wav,410425,55,12
audiodata/wav/erithacus_rubecula/erithacus_rubecula_173649.wav,173649,48,8
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_312157.wav,312157,50,4
audiodata/wav/fringilla_coelebs/fringilla_coelebs_201142.wav,201142,63,7
audiodata/wav/hirundo_rustica/hirundo_rustica_333650.wav,333650,50,10
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_170502.wav,170502,66,3
audiodata/wav/columba_palumbus/columba_palumbus_308198.wav,308198,12,11
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_453041.wav,453041,25,3
audiodata/wav/parus_major/parus_major_469834.wav,469834,53,6
audiodata/wav/linaria_cannabina/linaria_cannabina_206211.wav,206211,64,1
audiodata/wav/parus_major/parus_major_128697.wav,128697,34,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_294894.wav,294894,42,4
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_466007.wav,466007,50,4
audiodata/wav/parus_major/parus_major_323558.wav,323558,40,6
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_211910.wav,211910,32,3
audiodata/wav/erithacus_rubecula/erithacus_rubecula_138851.wav,138851,49,8
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_466813.wav,466813,25,3
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_121013.wav,121013,34,3
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_549545.wav,549545,48,3
audiodata/wav/turdus_merula/turdus_merula_459259.wav,459259,26,12
audiodata/wav/passer_domesticus/passer_domesticus_479935.wav,479935,80,9
audiodata/wav/regulus_regulus/regulus_regulus_473167.wav,473167,82,2
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_384601.wav,384601,52,3
audiodata/wav/sturnus_vulgaris/sturnus_vulgaris_101496.wav,101496,41,0
audiodata/wav/regulus_regulus/regulus_regulus_139791.wav,139791,30,2
audiodata/wav/fringilla_coelebs/fringilla_coelebs_307505.wav,307505,14,7
audiodata/wav/turdus_merula/turdus_merula_461856.wav,461856,13,12
audiodata/wav/erithacus_rubecula/erithacus_rubecula_260323.wav,260323,32,8
audiodata/wav/passer_domesticus/passer_domesticus_384567.wav,384567,42,9
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_98767.wav,98767,33,4
audiodata/wav/fringilla_coelebs/fringilla_coelebs_463401.wav,463401,53,7
audiodata/wav/parus_major/parus_major_402064.wav,402064,11,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_137850.wav,137850,28,4
audiodata/wav/parus_major/parus_major_407415.wav,407415,25,6
audiodata/wav/parus_major/parus_major_422223.wav,422223,45,6
audiodata/wav/fringilla_coelebs/fringilla_coelebs_374782.wav,374782,25,7
audiodata/wav/hirundo_rustica/hirundo_rustica_457831.wav,457831,18,10
audiodata/wav/turdus_merula/turdus_merula_444420.wav,444420,40,12
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_134949.wav,134949,33,3
audiodata/wav/linaria_cannabina/linaria_cannabina_187046.wav,187046,81,1
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_405895.wav,405895,40,3
audiodata/wav/linaria_cannabina/linaria_cannabina_281785.wav,281785,73,1
audiodata/wav/turdus_merula/turdus_merula_308754.wav,308754,54,12
audiodata/wav/regulus_regulus/regulus_regulus_81252.wav,81252,12,2
audiodata/wav/fringilla_coelebs/fringilla_coelebs_547253.wav,547253,45,7
audiodata/wav/fringilla_coelebs/fringilla_coelebs_262743.wav,262743,33,7
audiodata/wav/carduelis_carduelis/carduelis_carduelis_298515.wav,298515,81,5
audiodata/wav/parus_major/parus_major_545640.wav,545640,17,6
audiodata/wav/passer_domesticus/passer_domesticus_405293.wav,405293,83,9
audiodata/wav/turdus_merula/turdus_merula_378648.wav,378648,40,12
audiodata/wav/passer_domesticus/passer_domesticus_398836.wav,398836,21,9
audiodata/wav/parus_major/parus_major_312110.wav,312110,47,6
audiodata/wav/hirundo_rustica/hirundo_rustica_485917.wav,485917,58,10
audiodata/wav/parus_major/parus_major_25670.wav,25670,33,6
audiodata/wav/fringilla_coelebs/fringilla_coelebs_263091.wav,263091,62,7
audiodata/wav/linaria_cannabina/linaria_cannabina_470638.wav,470638,54,1
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_179954.wav,179954,89,4
audiodata/wav/fringilla_coelebs/fringilla_coelebs_512871.wav,512871,13,7
audiodata/wav/erithacus_rubecula/erithacus_rubecula_214791.wav,214791,87,8
audiodata/wav/erithacus_rubecula/erithacus_rubecula_308007.wav,308007,59,8
audiodata/wav/erithacus_rubecula/erithacus_rubecula_156779.wav,156779,58,8
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_488583.wav,488583,23,4
audiodata/wav/turdus_merula/turdus_merula_363132.wav,363132,17,12
audiodata/wav/parus_major/parus_major_443776.wav,443776,40,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_367335.wav,367335,82,4
audiodata/wav/regulus_regulus/regulus_regulus_491529.wav,491529,35,2
audiodata/wav/erithacus_rubecula/erithacus_rubecula_417295.wav,417295,16,8
audiodata/wav/parus_major/parus_major_542686.wav,542686,12,6
audiodata/wav/turdus_merula/turdus_merula_245679.wav,245679,62,12
audiodata/wav/turdus_merula/turdus_merula_518514.wav,518514,25,12
audiodata/wav/hirundo_rustica/hirundo_rustica_166242.wav,166242,36,10
audiodata/wav/carduelis_carduelis/carduelis_carduelis_239675.wav,239675,44,5
audiodata/wav/parus_major/parus_major_281638.wav,281638,37,6
audiodata/wav/turdus_merula/turdus_merula_78330.wav,78330,86,12
audiodata/wav/parus_major/parus_major_217676.wav,217676,28,6
audiodata/wav/hirundo_rustica/hirundo_rustica_185322.wav,185322,22,10
audiodata/wav/fringilla_coelebs/fringilla_coelebs_452717.wav,452717,16,7
audiodata/wav/parus_major/parus_major_361594.wav,361594,52,6
audiodata/wav/carduelis_carduelis/carduelis_carduelis_534241.wav,534241,29,5
audiodata/wav/regulus_regulus/regulus_regulus_416710.wav,416710,13,2
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_521835.wav,521835,11,4
audiodata/wav/parus_major/parus_major_298913.wav,298913,43,6
audiodata/wav/parus_major/parus_major_214444.wav,214444,31,6
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_246955.wav,246955,26,3
audiodata/wav/turdus_merula/turdus_merula_399653.wav,399653,55,12
audiodata/wav/parus_major/parus_major_217472.wav,217472,90,6
audiodata/wav/parus_major/parus_major_535738.wav,535738,43,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_363764.wav,363764,69,4
audiodata/wav/parus_major/parus_major_384221.wav,384221,56,6
audiodata/wav/turdus_merula/turdus_merula_164160.wav,164160,27,12
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_134605.wav,134605,58,4
audiodata/wav/regulus_regulus/regulus_regulus_424777.wav,424777,97,2
audiodata/wav/passer_domesticus/passer_domesticus_276984.wav,276984,54,9
audiodata/wav/fringilla_coelebs/fringilla_coelebs_251954.wav,251954,66,7
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_247971.wav,247971,28,3
audiodata/wav/passer_domesticus/passer_domesticus_459343.wav,459343,27,9
audiodata/wav/turdus_merula/turdus_merula_36671.wav,36671,53,12
audiodata/wav/fringilla_coelebs/fringilla_coelebs_261441.wav,261441,10,7
audiodata/wav/fringilla_coelebs/fringilla_coelebs_180895.wav,180895,43,7
audiodata/wav/turdus_merula/turdus_merula_540011.wav,540011,41,12
audiodata/wav/columba_palumbus/columba_palumbus_312493.wav,312493,21,11
audiodata/wav/parus_major/parus_major_306282.wav,306282,33,6
audiodata/wav/columba_palumbus/columba_palumbus_235149.wav,235149,13,11
audiodata/wav/linaria_cannabina/linaria_cannabina_463436.wav,463436,30,1
audiodata/wav/erithacus_rubecula/erithacus_rubecula_215109.wav,215109,16,8
audiodata/wav/fringilla_coelebs/fringilla_coelebs_120999.wav,120999,20,7
audiodata/wav/carduelis_carduelis/carduelis_carduelis_545526.wav,545526,39,5
audiodata/wav/erithacus_rubecula/erithacus_rubecula_101531.wav,101531,66,8
audiodata/wav/regulus_regulus/regulus_regulus_534615.wav,534615,62,2
audiodata/wav/fringilla_coelebs/fringilla_coelebs_547122.wav,547122,17,7
audiodata/wav/regulus_regulus/regulus_regulus_30237.wav,30237,69,2
audiodata/wav/erithacus_rubecula/erithacus_rubecula_448304.wav,448304,76,8
audiodata/wav/erithacus_rubecula/erithacus_rubecula_35050.wav,35050,12,8
audiodata/wav/turdus_merula/turdus_merula_376840.wav,376840,34,12
audiodata/wav/linaria_cannabina/linaria_cannabina_510680.wav,510680,22,1
audiodata/wav/linaria_cannabina/linaria_cannabina_414910.wav,414910,75,1
audiodata/wav/fringilla_coelebs/fringilla_coelebs_310173.wav,310173,19,7
audiodata/wav/linaria_cannabina/linaria_cannabina_378213.wav,378213,11,1
audiodata/wav/turdus_merula/turdus_merula_184067.wav,184067,57,12
audiodata/wav/passer_domesticus/passer_domesticus_176911.wav,176911,22,9
audiodata/wav/cyanistes_caeruleus/cyanistes_caeruleus_97818.wav,97818,35,3
audiodata/wav/parus_major/parus_major_362280.wav,362280,36,6
audiodata/wav/fringilla_coelebs/fringilla_coelebs_414924.wav,414924,36,7
audiodata/wav/turdus_merula/turdus_merula_132144.wav,132144,87,12
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_253421.wav,253421,29,4
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_132879.wav,132879,77,4
audiodata/wav/parus_major/parus_major_170314.wav,170314,28,6
audiodata/wav/fringilla_coelebs/fringilla_coelebs_376875.wav,376875,75,7
audiodata/wav/hirundo_rustica/hirundo_rustica_361216.wav,361216,43,10
audiodata/wav/parus_major/parus_major_215451.wav,215451,33,6
audiodata/wav/phylloscopus_collybita/phylloscopus_collybita_75462.wav,75462,16,4
audiodata/wav/linaria_cannabina/linaria_cannabina_502399.wav,502399,22,1
audiodata/wav/fringilla_coelebs/fringilla_coelebs_409983.wav,409983,75,7
audiodata/wav/erithacus_rubecula/erithacus_rubecula_149990.wav,149990,17,8
audiodata/wav/turdus_merula/turdus_merula_382845.wav,382845,65,12
audiodata/wav/hirundo_rustica/hirundo_rustica_324851.wav,324851,41,10
audiodata/wav/fringilla_coelebs/fringilla_coelebs_416205.wav,416205,60,7
audiodata/wav/fringilla_coelebs/fringilla_coelebs_314719.wav,314719,75,7
audiodata/wav/hirundo_rustica/hirundo_rustica_361817.wav,361817,21,10
