iD,quality,length,country,url,birdName
145166,A,19,Kazakhstan,www.xeno-canto.org/145166/download,Phylloscopus collybita
144526,A,28,Russian Federation,www.xeno-canto.org/144526/download,Phylloscopus collybita
144519,A,46,Russian Federation,www.xeno-canto.org/144519/download,Phylloscopus collybita
143968,A,27,France,www.xeno-canto.org/143968/download,Phylloscopus collybita
143317,A,15,Germany,www.xeno-canto.org/143317/download,Phylloscopus collybita
143099,A,93,France,www.xeno-canto.org/143099/download,Phylloscopus collybita
142737,A,67,Belgium,www.xeno-canto.org/142737/download,Phylloscopus collybita
142460,A,113,Belgium,www.xeno-canto.org/142460/download,Phylloscopus collybita
142271,A,93,Turkey,www.xeno-canto.org/142271/download,Phylloscopus collybita
139732,A,78,France,www.xeno-canto.org/139732/download,Phylloscopus collybita
138845,A,40,France,www.xeno-canto.org/138845/download,Phylloscopus collybita
138843,A,45,France,www.xeno-canto.org/138843/download,Phylloscopus collybita
138378,A,69,France,www.xeno-canto.org/138378/download,Phylloscopus collybita
137850,A,28,France,www.xeno-canto.org/137850/download,Phylloscopus collybita
135425,A,47,Poland,www.xeno-canto.org/135425/download,Phylloscopus collybita
135177,A,39,France,www.xeno-canto.org/135177/download,Phylloscopus collybita
134901,A,14,Netherlands,www.xeno-canto.org/134901/download,Phylloscopus collybita
134287,A,124,Germany,www.xeno-canto.org/134287/download,Phylloscopus collybita
134205,A,69,Germany,www.xeno-canto.org/134205/download,Phylloscopus collybita
133961,A,35,France,www.xeno-canto.org/133961/download,Phylloscopus collybita
133377,A,63,France,www.xeno-canto.org/133377/download,Phylloscopus collybita
133155,A,27,Poland,www.xeno-canto.org/133155/download,Phylloscopus collybita
132620,A,42,Poland,www.xeno-canto.org/132620/download,Phylloscopus collybita
132264,A,63,Israel,www.xeno-canto.org/132264/download,Phylloscopus collybita
131381,A,35,Netherlands,www.xeno-canto.org/131381/download,Phylloscopus collybita
131267,A,162,Poland,www.xeno-canto.org/131267/download,Phylloscopus collybita
130950,A,58,Germany,www.xeno-canto.org/130950/download,Phylloscopus collybita
130902,A,12,France,www.xeno-canto.org/130902/download,Phylloscopus collybita
129814,A,94,United Kingdom,www.xeno-canto.org/129814/download,Phylloscopus collybita
129813,A,4,United Kingdom,www.xeno-canto.org/129813/download,Phylloscopus collybita
129812,A,24,United Kingdom,www.xeno-canto.org/129812/download,Phylloscopus collybita
129693,A,79,France,www.xeno-canto.org/129693/download,Phylloscopus collybita
129459,A,37,Poland,www.xeno-canto.org/129459/download,Phylloscopus collybita
128972,A,49,United Kingdom,www.xeno-canto.org/128972/download,Phylloscopus collybita
128096,A,28,France,www.xeno-canto.org/128096/download,Phylloscopus collybita
125209,A,11,Russian Federation,www.xeno-canto.org/125209/download,Phylloscopus collybita
121970,A,170,United Kingdom,www.xeno-canto.org/121970/download,Phylloscopus collybita
121969,A,78,United Kingdom,www.xeno-canto.org/121969/download,Phylloscopus collybita
121968,A,234,United Kingdom,www.xeno-canto.org/121968/download,Phylloscopus collybita
121967,A,114,United Kingdom,www.xeno-canto.org/121967/download,Phylloscopus collybita
121966,A,101,United Kingdom,www.xeno-canto.org/121966/download,Phylloscopus collybita
121965,A,91,United Kingdom,www.xeno-canto.org/121965/download,Phylloscopus collybita
121964,A,64,United Kingdom,www.xeno-canto.org/121964/download,Phylloscopus collybita
121963,A,32,United Kingdom,www.xeno-canto.org/121963/download,Phylloscopus collybita
121962,A,187,United Kingdom,www.xeno-canto.org/121962/download,Phylloscopus collybita
121961,A,253,United Kingdom,www.xeno-canto.org/121961/download,Phylloscopus collybita
120470,A,45,Kazakhstan,www.xeno-canto.org/120470/download,Phylloscopus collybita
120448,A,22,Kazakhstan,www.xeno-canto.org/120448/download,Phylloscopus collybita
120346,A,45,Kazakhstan,www.xeno-canto.org/120346/download,Phylloscopus collybita
120201,A,50,Russian Federation,www.xeno-canto.org/120201/download,Phylloscopus collybita
117036,A,8,India,www.xeno-canto.org/117036/download,Phylloscopus collybita
108434,A,31,Netherlands,www.xeno-canto.org/108434/download,Phylloscopus collybita
105159,A,62,Italy,www.xeno-canto.org/105159/download,Phylloscopus collybita
104358,A,160,Poland,www.xeno-canto.org/104358/download,Phylloscopus collybita
103830,A,18,Poland,www.xeno-canto.org/103830/download,Phylloscopus collybita
103829,A,126,Poland,www.xeno-canto.org/103829/download,Phylloscopus collybita
103826,A,160,Poland,www.xeno-canto.org/103826/download,Phylloscopus collybita
103825,A,46,Poland,www.xeno-canto.org/103825/download,Phylloscopus collybita
103824,A,122,Estonia,www.xeno-canto.org/103824/download,Phylloscopus collybita
103823,A,59,Poland,www.xeno-canto.org/103823/download,Phylloscopus collybita
103822,A,177,Poland,www.xeno-canto.org/103822/download,Phylloscopus collybita
103821,A,6,Estonia,www.xeno-canto.org/103821/download,Phylloscopus collybita
103820,A,117,Latvia,www.xeno-canto.org/103820/download,Phylloscopus collybita
103535,A,40,Poland,www.xeno-canto.org/103535/download,Phylloscopus collybita
103404,A,94,Poland,www.xeno-canto.org/103404/download,Phylloscopus collybita
103158,A,62,Germany,www.xeno-canto.org/103158/download,Phylloscopus collybita
103014,A,31,Poland,www.xeno-canto.org/103014/download,Phylloscopus collybita
102154,A,133,Belgium,www.xeno-canto.org/102154/download,Phylloscopus collybita
101351,A,117,Netherlands,www.xeno-canto.org/101351/download,Phylloscopus collybita
100542,A,70,Germany,www.xeno-canto.org/100542/download,Phylloscopus collybita
99953,A,21,Poland,www.xeno-canto.org/99953/download,Phylloscopus collybita
99906,A,173,Poland,www.xeno-canto.org/99906/download,Phylloscopus collybita
98768,A,118,Netherlands,www.xeno-canto.org/98768/download,Phylloscopus collybita
98767,A,33,Netherlands,www.xeno-canto.org/98767/download,Phylloscopus collybita
98684,A,93,Spain,www.xeno-canto.org/98684/download,Phylloscopus collybita
97841,A,157,Germany,www.xeno-canto.org/97841/download,Phylloscopus collybita
97737,A,22,United Kingdom,www.xeno-canto.org/97737/download,Phylloscopus collybita
97446,A,44,United Kingdom,www.xeno-canto.org/97446/download,Phylloscopus collybita
97445,A,12,United Kingdom,www.xeno-canto.org/97445/download,Phylloscopus collybita
97115,A,61,Germany,www.xeno-canto.org/97115/download,Phylloscopus collybita
92206,A,26,Spain,www.xeno-canto.org/92206/download,Phylloscopus collybita
92012,A,22,Netherlands,www.xeno-canto.org/92012/download,Phylloscopus collybita
90927,A,19,Poland,www.xeno-canto.org/90927/download,Phylloscopus collybita
90851,A,15,Poland,www.xeno-canto.org/90851/download,Phylloscopus collybita
90221,A,75,Netherlands,www.xeno-canto.org/90221/download,Phylloscopus collybita
88879,A,75,Netherlands,www.xeno-canto.org/88879/download,Phylloscopus collybita
84059,A,62,Sweden,www.xeno-canto.org/84059/download,Phylloscopus collybita
84057,A,64,Sweden,www.xeno-canto.org/84057/download,Phylloscopus collybita
83207,A,24,Netherlands,www.xeno-canto.org/83207/download,Phylloscopus collybita
83202,A,110,Netherlands,www.xeno-canto.org/83202/download,Phylloscopus collybita
82678,A,49,Finland,www.xeno-canto.org/82678/download,Phylloscopus collybita
80722,A,60,Germany,www.xeno-canto.org/80722/download,Phylloscopus collybita
80320,A,17,France,www.xeno-canto.org/80320/download,Phylloscopus collybita
77714,A,49,United Kingdom,www.xeno-canto.org/77714/download,Phylloscopus collybita
77442,A,86,Sweden,www.xeno-canto.org/77442/download,Phylloscopus collybita
77394,A,36,Denmark,www.xeno-canto.org/77394/download,Phylloscopus collybita
75948,A,26,Spain,www.xeno-canto.org/75948/download,Phylloscopus collybita
75462,A,16,Germany,www.xeno-canto.org/75462/download,Phylloscopus collybita
74893,A,66,Germany,www.xeno-canto.org/74893/download,Phylloscopus collybita
72667,A,33,Germany,www.xeno-canto.org/72667/download,Phylloscopus collybita
65140,A,36,Spain,www.xeno-canto.org/65140/download,Phylloscopus collybita
58769,A,117,France,www.xeno-canto.org/58769/download,Phylloscopus collybita
57168,A,18,France,www.xeno-canto.org/57168/download,Phylloscopus collybita
56410,A,12,Russian Federation,www.xeno-canto.org/56410/download,Phylloscopus collybita
56298,A,22,Netherlands,www.xeno-canto.org/56298/download,Phylloscopus collybita
56086,A,82,Germany,www.xeno-canto.org/56086/download,Phylloscopus collybita
55169,A,2,France,www.xeno-canto.org/55169/download,Phylloscopus collybita
55168,A,10,France,www.xeno-canto.org/55168/download,Phylloscopus collybita
54052,A,33,Italy,www.xeno-canto.org/54052/download,Phylloscopus collybita
54050,A,28,Italy,www.xeno-canto.org/54050/download,Phylloscopus collybita
48383,A,26,Germany,www.xeno-canto.org/48383/download,Phylloscopus collybita
48101,A,42,Netherlands,www.xeno-canto.org/48101/download,Phylloscopus collybita
46524,A,26,Netherlands,www.xeno-canto.org/46524/download,Phylloscopus collybita
44957,A,18,Netherlands,www.xeno-canto.org/44957/download,Phylloscopus collybita
36902,A,30,Netherlands,www.xeno-canto.org/36902/download,Phylloscopus collybita
36603,A,38,Czech Republic,www.xeno-canto.org/36603/download,Phylloscopus collybita
36357,A,54,Russian Federation,www.xeno-canto.org/36357/download,Phylloscopus collybita
35974,A,88,Czech Republic,www.xeno-canto.org/35974/download,Phylloscopus collybita
35097,A,30,Spain,www.xeno-canto.org/35097/download,Phylloscopus collybita
34004,A,165,Sweden,www.xeno-canto.org/34004/download,Phylloscopus collybita
34003,A,179,Sweden,www.xeno-canto.org/34003/download,Phylloscopus collybita
33270,A,5,Germany,www.xeno-canto.org/33270/download,Phylloscopus collybita
32094,A,57,Norway,www.xeno-canto.org/32094/download,Phylloscopus collybita
32011,A,51,Netherlands,www.xeno-canto.org/32011/download,Phylloscopus collybita
31881,A,156,Netherlands,www.xeno-canto.org/31881/download,Phylloscopus collybita
29706,A,162,Switzerland,www.xeno-canto.org/29706/download,Phylloscopus collybita
28027,A,64,Germany,www.xeno-canto.org/28027/download,Phylloscopus collybita
26762,A,47,Sweden,www.xeno-canto.org/26762/download,Phylloscopus collybita
25760,A,40,Denmark,www.xeno-canto.org/25760/download,Phylloscopus collybita
19853,A,14,Kazakhstan,www.xeno-canto.org/19853/download,Phylloscopus collybita
552049,B,61,Estonia,www.xeno-canto.org/552049/download,Phylloscopus collybita
550489,B,54,Poland,www.xeno-canto.org/550489/download,Phylloscopus collybita
550223,B,36,Netherlands,www.xeno-canto.org/550223/download,Phylloscopus collybita
546706,B,41,Russian Federation,www.xeno-canto.org/546706/download,Phylloscopus collybita
546705,B,17,Russian Federation,www.xeno-canto.org/546705/download,Phylloscopus collybita
546091,B,76,Poland,www.xeno-canto.org/546091/download,Phylloscopus collybita
546088,B,70,Poland,www.xeno-canto.org/546088/download,Phylloscopus collybita
544275,B,68,Belgium,www.xeno-canto.org/544275/download,Phylloscopus collybita
544274,B,20,United Kingdom,www.xeno-canto.org/544274/download,Phylloscopus collybita
540530,B,79,Poland,www.xeno-canto.org/540530/download,Phylloscopus collybita
539922,B,14,Germany,www.xeno-canto.org/539922/download,Phylloscopus collybita
539128,B,80,Poland,www.xeno-canto.org/539128/download,Phylloscopus collybita
537524,B,224,Germany,www.xeno-canto.org/537524/download,Phylloscopus collybita
534635,B,1230,Germany,www.xeno-canto.org/534635/download,Phylloscopus collybita
533197,B,120,France,www.xeno-canto.org/533197/download,Phylloscopus collybita
533183,B,132,France,www.xeno-canto.org/533183/download,Phylloscopus collybita
532743,B,15,United Kingdom,www.xeno-canto.org/532743/download,Phylloscopus collybita
529866,B,8,India,www.xeno-canto.org/529866/download,Phylloscopus collybita
529059,B,14,Norway,www.xeno-canto.org/529059/download,Phylloscopus collybita
527753,B,18,Netherlands,www.xeno-canto.org/527753/download,Phylloscopus collybita
521835,B,11,Spain,www.xeno-canto.org/521835/download,Phylloscopus collybita
519702,B,177,Germany,www.xeno-canto.org/519702/download,Phylloscopus collybita
519701,B,184,Germany,www.xeno-canto.org/519701/download,Phylloscopus collybita
519700,B,296,Germany,www.xeno-canto.org/519700/download,Phylloscopus collybita
516355,B,26,France,www.xeno-canto.org/516355/download,Phylloscopus collybita
513004,B,72,Netherlands,www.xeno-canto.org/513004/download,Phylloscopus collybita
507302,B,26,Iran,www.xeno-canto.org/507302/download,Phylloscopus collybita
505811,B,79,Spain,www.xeno-canto.org/505811/download,Phylloscopus collybita
501759,B,132,Sweden,www.xeno-canto.org/501759/download,Phylloscopus collybita
497753,B,50,France,www.xeno-canto.org/497753/download,Phylloscopus collybita
494002,B,70,Sweden,www.xeno-canto.org/494002/download,Phylloscopus collybita
493003,B,52,Russian Federation,www.xeno-canto.org/493003/download,Phylloscopus collybita
492471,B,97,Russian Federation,www.xeno-canto.org/492471/download,Phylloscopus collybita
491965,B,10,Russian Federation,www.xeno-canto.org/491965/download,Phylloscopus collybita
491905,B,61,Germany,www.xeno-canto.org/491905/download,Phylloscopus collybita
490667,B,33,Russian Federation,www.xeno-canto.org/490667/download,Phylloscopus collybita
490666,B,124,Russian Federation,www.xeno-canto.org/490666/download,Phylloscopus collybita
490371,B,49,Russian Federation,www.xeno-canto.org/490371/download,Phylloscopus collybita
490185,B,216,Sweden,www.xeno-canto.org/490185/download,Phylloscopus collybita
488583,B,23,Russian Federation,www.xeno-canto.org/488583/download,Phylloscopus collybita
488493,B,140,Poland,www.xeno-canto.org/488493/download,Phylloscopus collybita
487145,B,58,Russian Federation,www.xeno-canto.org/487145/download,Phylloscopus collybita
485749,B,3,Switzerland,www.xeno-canto.org/485749/download,Phylloscopus collybita
485748,B,4,Switzerland,www.xeno-canto.org/485748/download,Phylloscopus collybita
484636,B,10,Russian Federation,www.xeno-canto.org/484636/download,Phylloscopus collybita
484635,B,33,Russian Federation,www.xeno-canto.org/484635/download,Phylloscopus collybita
484584,B,31,Netherlands,www.xeno-canto.org/484584/download,Phylloscopus collybita
484195,B,46,Russian Federation,www.xeno-canto.org/484195/download,Phylloscopus collybita
483846,B,59,Poland,www.xeno-canto.org/483846/download,Phylloscopus collybita
483704,B,18,Poland,www.xeno-canto.org/483704/download,Phylloscopus collybita
483387,B,7,Belgium,www.xeno-canto.org/483387/download,Phylloscopus collybita
482511,B,250,Spain,www.xeno-canto.org/482511/download,Phylloscopus collybita
481788,B,40,Germany,www.xeno-canto.org/481788/download,Phylloscopus collybita
480530,B,10,Azerbaijan,www.xeno-canto.org/480530/download,Phylloscopus collybita
480520,B,9,Azerbaijan,www.xeno-canto.org/480520/download,Phylloscopus collybita
480519,B,10,Azerbaijan,www.xeno-canto.org/480519/download,Phylloscopus collybita
479503,B,36,Germany,www.xeno-canto.org/479503/download,Phylloscopus collybita
477295,B,59,Poland,www.xeno-canto.org/477295/download,Phylloscopus collybita
476699,B,3,Finland,www.xeno-canto.org/476699/download,Phylloscopus collybita
476698,B,89,Estonia,www.xeno-canto.org/476698/download,Phylloscopus collybita
475882,B,90,Sweden,www.xeno-canto.org/475882/download,Phylloscopus collybita
475561,B,9,Romania,www.xeno-canto.org/475561/download,Phylloscopus collybita
473294,B,6,Netherlands,www.xeno-canto.org/473294/download,Phylloscopus collybita
470685,B,72,Poland,www.xeno-canto.org/470685/download,Phylloscopus collybita
470681,B,96,Poland,www.xeno-canto.org/470681/download,Phylloscopus collybita
469996,B,73,Italy,www.xeno-canto.org/469996/download,Phylloscopus collybita
469800,B,25,Czech Republic,www.xeno-canto.org/469800/download,Phylloscopus collybita
469443,B,39,Germany,www.xeno-canto.org/469443/download,Phylloscopus collybita
469437,B,12,Germany,www.xeno-canto.org/469437/download,Phylloscopus collybita
468910,B,33,Netherlands,www.xeno-canto.org/468910/download,Phylloscopus collybita
468488,B,50,Norway,www.xeno-canto.org/468488/download,Phylloscopus collybita
468286,B,28,France,www.xeno-canto.org/468286/download,Phylloscopus collybita
467633,B,35,Ukraine,www.xeno-canto.org/467633/download,Phylloscopus collybita
467281,B,84,Poland,www.xeno-canto.org/467281/download,Phylloscopus collybita
466856,B,78,France,www.xeno-canto.org/466856/download,Phylloscopus collybita
466033,B,85,France,www.xeno-canto.org/466033/download,Phylloscopus collybita
466007,B,50,United Kingdom,www.xeno-canto.org/466007/download,Phylloscopus collybita
465934,B,97,United Kingdom,www.xeno-canto.org/465934/download,Phylloscopus collybita
465931,B,77,United Kingdom,www.xeno-canto.org/465931/download,Phylloscopus collybita
465779,B,46,Netherlands,www.xeno-canto.org/465779/download,Phylloscopus collybita
465420,B,70,United Kingdom,www.xeno-canto.org/465420/download,Phylloscopus collybita
465128,B,136,Poland,www.xeno-canto.org/465128/download,Phylloscopus collybita
464840,B,61,Poland,www.xeno-canto.org/464840/download,Phylloscopus collybita
462619,B,82,Portugal,www.xeno-canto.org/462619/download,Phylloscopus collybita
459753,B,62,Portugal,www.xeno-canto.org/459753/download,Phylloscopus collybita
459749,B,6,Portugal,www.xeno-canto.org/459749/download,Phylloscopus collybita
459747,B,20,Portugal,www.xeno-canto.org/459747/download,Phylloscopus collybita
459745,B,58,Portugal,www.xeno-canto.org/459745/download,Phylloscopus collybita
459740,B,76,Portugal,www.xeno-canto.org/459740/download,Phylloscopus collybita
456591,B,8,Portugal,www.xeno-canto.org/456591/download,Phylloscopus collybita
447482,B,5,,www.xeno-canto.org/447482/download,Phylloscopus collybita
445390,B,140,Germany,www.xeno-canto.org/445390/download,Phylloscopus collybita
445379,B,74,Germany,www.xeno-canto.org/445379/download,Phylloscopus collybita
444827,B,68,Germany,www.xeno-canto.org/444827/download,Phylloscopus collybita
442788,B,41,Germany,www.xeno-canto.org/442788/download,Phylloscopus collybita
441535,B,19,Sweden,www.xeno-canto.org/441535/download,Phylloscopus collybita
440112,B,8,France,www.xeno-canto.org/440112/download,Phylloscopus collybita
436081,B,3,France,www.xeno-canto.org/436081/download,Phylloscopus collybita
435796,B,70,Netherlands,www.xeno-canto.org/435796/download,Phylloscopus collybita
435563,B,38,Netherlands,www.xeno-canto.org/435563/download,Phylloscopus collybita
433008,B,6,India,www.xeno-canto.org/433008/download,Phylloscopus collybita
432688,B,116,Germany,www.xeno-canto.org/432688/download,Phylloscopus collybita
432687,B,32,Germany,www.xeno-canto.org/432687/download,Phylloscopus collybita
432383,B,10,Russian Federation,www.xeno-canto.org/432383/download,Phylloscopus collybita
432382,B,10,Russian Federation,www.xeno-canto.org/432382/download,Phylloscopus collybita
432043,B,38,Russian Federation,www.xeno-canto.org/432043/download,Phylloscopus collybita
431691,B,44,Russian Federation,www.xeno-canto.org/431691/download,Phylloscopus collybita
431690,B,48,Russian Federation,www.xeno-canto.org/431690/download,Phylloscopus collybita
431689,B,84,Russian Federation,www.xeno-canto.org/431689/download,Phylloscopus collybita
431632,B,28,Sweden,www.xeno-canto.org/431632/download,Phylloscopus collybita
431631,B,126,Sweden,www.xeno-canto.org/431631/download,Phylloscopus collybita
431630,B,141,Sweden,www.xeno-canto.org/431630/download,Phylloscopus collybita
431629,B,195,Sweden,www.xeno-canto.org/431629/download,Phylloscopus collybita
431628,B,113,Sweden,www.xeno-canto.org/431628/download,Phylloscopus collybita
431310,B,9,Russian Federation,www.xeno-canto.org/431310/download,Phylloscopus collybita
431224,B,36,Russian Federation,www.xeno-canto.org/431224/download,Phylloscopus collybita
431223,B,18,Russian Federation,www.xeno-canto.org/431223/download,Phylloscopus collybita
431222,B,10,Russian Federation,www.xeno-canto.org/431222/download,Phylloscopus collybita
430919,B,34,Russian Federation,www.xeno-canto.org/430919/download,Phylloscopus collybita
430918,B,38,Russian Federation,www.xeno-canto.org/430918/download,Phylloscopus collybita
430917,B,10,Russian Federation,www.xeno-canto.org/430917/download,Phylloscopus collybita
429054,B,316,Germany,www.xeno-canto.org/429054/download,Phylloscopus collybita
423686,B,14,Netherlands,www.xeno-canto.org/423686/download,Phylloscopus collybita
421388,B,62,Germany,www.xeno-canto.org/421388/download,Phylloscopus collybita
421351,B,39,United Kingdom,www.xeno-canto.org/421351/download,Phylloscopus collybita
420474,B,24,Belgium,www.xeno-canto.org/420474/download,Phylloscopus collybita
420379,B,81,Portugal,www.xeno-canto.org/420379/download,Phylloscopus collybita
420319,B,28,Germany,www.xeno-canto.org/420319/download,Phylloscopus collybita
420052,B,55,Germany,www.xeno-canto.org/420052/download,Phylloscopus collybita
420047,B,87,Germany,www.xeno-canto.org/420047/download,Phylloscopus collybita
419698,B,10,Germany,www.xeno-canto.org/419698/download,Phylloscopus collybita
419697,B,31,Germany,www.xeno-canto.org/419697/download,Phylloscopus collybita
417584,B,53,Netherlands,www.xeno-canto.org/417584/download,Phylloscopus collybita
417267,B,28,United Kingdom,www.xeno-canto.org/417267/download,Phylloscopus collybita
417247,B,49,Sweden,www.xeno-canto.org/417247/download,Phylloscopus collybita
417246,B,9,Sweden,www.xeno-canto.org/417246/download,Phylloscopus collybita
417221,B,78,Germany,www.xeno-canto.org/417221/download,Phylloscopus collybita
416498,B,54,United Kingdom,www.xeno-canto.org/416498/download,Phylloscopus collybita
416369,B,123,France,www.xeno-canto.org/416369/download,Phylloscopus collybita
416368,B,30,France,www.xeno-canto.org/416368/download,Phylloscopus collybita
414925,B,84,France,www.xeno-canto.org/414925/download,Phylloscopus collybita
414222,B,92,United Kingdom,www.xeno-canto.org/414222/download,Phylloscopus collybita
414221,B,49,United Kingdom,www.xeno-canto.org/414221/download,Phylloscopus collybita
413876,B,44,Ukraine,www.xeno-canto.org/413876/download,Phylloscopus collybita
413834,B,162,Germany,www.xeno-canto.org/413834/download,Phylloscopus collybita
413502,B,108,United Kingdom,www.xeno-canto.org/413502/download,Phylloscopus collybita
413002,B,167,Poland,www.xeno-canto.org/413002/download,Phylloscopus collybita
411424,B,18,United Kingdom,www.xeno-canto.org/411424/download,Phylloscopus collybita
411418,B,86,Greece,www.xeno-canto.org/411418/download,Phylloscopus collybita
410708,B,78,Germany,www.xeno-canto.org/410708/download,Phylloscopus collybita
410443,B,44,Germany,www.xeno-canto.org/410443/download,Phylloscopus collybita
410056,B,34,France,www.xeno-canto.org/410056/download,Phylloscopus collybita
409436,B,25,Germany,www.xeno-canto.org/409436/download,Phylloscopus collybita
407461,B,281,United Kingdom,www.xeno-canto.org/407461/download,Phylloscopus collybita
406776,B,67,Germany,www.xeno-canto.org/406776/download,Phylloscopus collybita
406572,B,72,Spain,www.xeno-canto.org/406572/download,Phylloscopus collybita
404896,B,89,Belgium,www.xeno-canto.org/404896/download,Phylloscopus collybita
403823,B,60,United Arab Emirates,www.xeno-canto.org/403823/download,Phylloscopus collybita
403540,B,30,Germany,www.xeno-canto.org/403540/download,Phylloscopus collybita
402510,B,35,Germany,www.xeno-canto.org/402510/download,Phylloscopus collybita
402391,B,119,Germany,www.xeno-canto.org/402391/download,Phylloscopus collybita
402390,B,112,Germany,www.xeno-canto.org/402390/download,Phylloscopus collybita
402225,B,39,Germany,www.xeno-canto.org/402225/download,Phylloscopus collybita
401838,B,63,Norway,www.xeno-canto.org/401838/download,Phylloscopus collybita
401110,B,82,Germany,www.xeno-canto.org/401110/download,Phylloscopus collybita
401108,B,41,Germany,www.xeno-canto.org/401108/download,Phylloscopus collybita
399412,B,25,Germany,www.xeno-canto.org/399412/download,Phylloscopus collybita
399410,B,157,Germany,www.xeno-canto.org/399410/download,Phylloscopus collybita
399032,B,63,Germany,www.xeno-canto.org/399032/download,Phylloscopus collybita
399030,B,73,Germany,www.xeno-canto.org/399030/download,Phylloscopus collybita
398915,B,182,Germany,www.xeno-canto.org/398915/download,Phylloscopus collybita
397256,B,63,Germany,www.xeno-canto.org/397256/download,Phylloscopus collybita
397239,B,92,Germany,www.xeno-canto.org/397239/download,Phylloscopus collybita
397238,B,25,Germany,www.xeno-canto.org/397238/download,Phylloscopus collybita
396849,B,29,France,www.xeno-canto.org/396849/download,Phylloscopus collybita
395044,B,44,Germany,www.xeno-canto.org/395044/download,Phylloscopus collybita
394638,B,40,Netherlands,www.xeno-canto.org/394638/download,Phylloscopus collybita
394543,B,7,Netherlands,www.xeno-canto.org/394543/download,Phylloscopus collybita
393715,B,61,Senegal,www.xeno-canto.org/393715/download,Phylloscopus collybita
391799,B,65,France,www.xeno-canto.org/391799/download,Phylloscopus collybita
386453,B,14,United Kingdom,www.xeno-canto.org/386453/download,Phylloscopus collybita
386443,B,16,United Kingdom,www.xeno-canto.org/386443/download,Phylloscopus collybita
386150,B,29,Denmark,www.xeno-canto.org/386150/download,Phylloscopus collybita
386065,B,21,Germany,www.xeno-canto.org/386065/download,Phylloscopus collybita
385402,B,19,France,www.xeno-canto.org/385402/download,Phylloscopus collybita
385082,B,51,France,www.xeno-canto.org/385082/download,Phylloscopus collybita
385080,B,110,France,www.xeno-canto.org/385080/download,Phylloscopus collybita
384376,B,5,Denmark,www.xeno-canto.org/384376/download,Phylloscopus collybita
384367,B,78,Denmark,www.xeno-canto.org/384367/download,Phylloscopus collybita
384366,B,15,Denmark,www.xeno-canto.org/384366/download,Phylloscopus collybita
384365,B,115,Denmark,www.xeno-canto.org/384365/download,Phylloscopus collybita
384364,B,50,Denmark,www.xeno-canto.org/384364/download,Phylloscopus collybita
384363,B,39,Denmark,www.xeno-canto.org/384363/download,Phylloscopus collybita
384355,B,23,Denmark,www.xeno-canto.org/384355/download,Phylloscopus collybita
384254,B,7,Denmark,www.xeno-canto.org/384254/download,Phylloscopus collybita
384253,B,6,Denmark,www.xeno-canto.org/384253/download,Phylloscopus collybita
384251,B,34,Denmark,www.xeno-canto.org/384251/download,Phylloscopus collybita
384241,B,6,Denmark,www.xeno-canto.org/384241/download,Phylloscopus collybita
384240,B,41,Denmark,www.xeno-canto.org/384240/download,Phylloscopus collybita
384239,B,60,Denmark,www.xeno-canto.org/384239/download,Phylloscopus collybita
384238,B,54,Denmark,www.xeno-canto.org/384238/download,Phylloscopus collybita
383794,B,137,France,www.xeno-canto.org/383794/download,Phylloscopus collybita
383271,B,11,Denmark,www.xeno-canto.org/383271/download,Phylloscopus collybita
382642,B,21,Germany,www.xeno-canto.org/382642/download,Phylloscopus collybita
380431,B,96,Belgium,www.xeno-canto.org/380431/download,Phylloscopus collybita
380244,B,19,Switzerland,www.xeno-canto.org/380244/download,Phylloscopus collybita
379972,B,88,Belgium,www.xeno-canto.org/379972/download,Phylloscopus collybita
378754,B,59,Portugal,www.xeno-canto.org/378754/download,Phylloscopus collybita
378620,B,6,Germany,www.xeno-canto.org/378620/download,Phylloscopus collybita
378611,B,68,Germany,www.xeno-canto.org/378611/download,Phylloscopus collybita
378168,B,134,United Kingdom,www.xeno-canto.org/378168/download,Phylloscopus collybita
378159,B,77,Denmark,www.xeno-canto.org/378159/download,Phylloscopus collybita
378158,B,48,Denmark,www.xeno-canto.org/378158/download,Phylloscopus collybita
377947,B,129,Germany,www.xeno-canto.org/377947/download,Phylloscopus collybita
377550,B,61,Germany,www.xeno-canto.org/377550/download,Phylloscopus collybita
375973,B,2,Switzerland,www.xeno-canto.org/375973/download,Phylloscopus collybita
375154,B,41,Poland,www.xeno-canto.org/375154/download,Phylloscopus collybita
374940,B,117,Sweden,www.xeno-canto.org/374940/download,Phylloscopus collybita
374866,B,303,Sweden,www.xeno-canto.org/374866/download,Phylloscopus collybita
374183,B,88,France,www.xeno-canto.org/374183/download,Phylloscopus collybita
373694,B,98,Sweden,www.xeno-canto.org/373694/download,Phylloscopus collybita
372492,B,12,France,www.xeno-canto.org/372492/download,Phylloscopus collybita
371681,B,57,Belgium,www.xeno-canto.org/371681/download,Phylloscopus collybita
368761,B,63,Spain,www.xeno-canto.org/368761/download,Phylloscopus collybita
368760,B,51,Spain,www.xeno-canto.org/368760/download,Phylloscopus collybita
368381,B,102,Germany,www.xeno-canto.org/368381/download,Phylloscopus collybita
368375,B,88,Germany,www.xeno-canto.org/368375/download,Phylloscopus collybita
368261,B,47,Germany,www.xeno-canto.org/368261/download,Phylloscopus collybita
367761,B,85,Italy,www.xeno-canto.org/367761/download,Phylloscopus collybita
