iD,quality,length,country,url,birdName
232872,A,42,Finland,www.xeno-canto.org/232872/download,Phylloscopus collybita
232808,A,37,Finland,www.xeno-canto.org/232808/download,Phylloscopus collybita
232518,A,24,Finland,www.xeno-canto.org/232518/download,Phylloscopus collybita
215804,A,89,Italy,www.xeno-canto.org/215804/download,Phylloscopus collybita
213444,A,61,Finland,www.xeno-canto.org/213444/download,Phylloscopus collybita
212553,A,50,Sweden,www.xeno-canto.org/212553/download,Phylloscopus collybita
206752,A,91,United Arab Emirates,www.xeno-canto.org/206752/download,Phylloscopus collybita
205677,A,63,Sweden,www.xeno-canto.org/205677/download,Phylloscopus collybita
199963,A,40,Spain,www.xeno-canto.org/199963/download,Phylloscopus collybita
196846,A,33,Ireland,www.xeno-canto.org/196846/download,Phylloscopus collybita
186040,A,86,United Kingdom,www.xeno-canto.org/186040/download,Phylloscopus collybita
186015,A,83,United Kingdom,www.xeno-canto.org/186015/download,Phylloscopus collybita
181531,A,50,United Kingdom,www.xeno-canto.org/181531/download,Phylloscopus collybita
179954,A,89,Netherlands,www.xeno-canto.org/179954/download,Phylloscopus collybita
179704,A,75,Denmark,www.xeno-canto.org/179704/download,Phylloscopus collybita
179645,A,24,United Kingdom,www.xeno-canto.org/179645/download,Phylloscopus collybita
179246,A,98,Poland,www.xeno-canto.org/179246/download,Phylloscopus collybita
178835,A,18,Germany,www.xeno-canto.org/178835/download,Phylloscopus collybita
177825,A,29,Spain,www.xeno-canto.org/177825/download,Phylloscopus collybita
176232,A,54,United Kingdom,www.xeno-canto.org/176232/download,Phylloscopus collybita
176230,A,34,United Kingdom,www.xeno-canto.org/176230/download,Phylloscopus collybita
174637,A,51,Poland,www.xeno-canto.org/174637/download,Phylloscopus collybita
174349,A,24,Poland,www.xeno-canto.org/174349/download,Phylloscopus collybita
174219,A,33,Belgium,www.xeno-canto.org/174219/download,Phylloscopus collybita
174054,A,46,Germany,www.xeno-canto.org/174054/download,Phylloscopus collybita
173984,A,91,Germany,www.xeno-canto.org/173984/download,Phylloscopus collybita
173647,A,38,Switzerland,www.xeno-canto.org/173647/download,Phylloscopus collybita
172695,A,47,France,www.xeno-canto.org/172695/download,Phylloscopus collybita
172481,A,39,Netherlands,www.xeno-canto.org/172481/download,Phylloscopus collybita
171843,A,25,Poland,www.xeno-canto.org/171843/download,Phylloscopus collybita
171441,A,38,Switzerland,www.xeno-canto.org/171441/download,Phylloscopus collybita
170714,A,60,Italy,www.xeno-canto.org/170714/download,Phylloscopus collybita
170664,A,12,United Kingdom,www.xeno-canto.org/170664/download,Phylloscopus collybita
170042,A,25,Russian Federation,www.xeno-canto.org/170042/download,Phylloscopus collybita
170041,A,42,Russian Federation,www.xeno-canto.org/170041/download,Phylloscopus collybita
169823,A,53,Germany,www.xeno-canto.org/169823/download,Phylloscopus collybita
168172,A,54,United Kingdom,www.xeno-canto.org/168172/download,Phylloscopus collybita
163955,A,42,Norway,www.xeno-canto.org/163955/download,Phylloscopus collybita
161937,A,36,France,www.xeno-canto.org/161937/download,Phylloscopus collybita
161552,A,29,France,www.xeno-canto.org/161552/download,Phylloscopus collybita
161541,A,28,France,www.xeno-canto.org/161541/download,Phylloscopus collybita
161511,A,13,France,www.xeno-canto.org/161511/download,Phylloscopus collybita
152769,A,96,Germany,www.xeno-canto.org/152769/download,Phylloscopus collybita
150260,A,44,Lithuania,www.xeno-canto.org/150260/download,Phylloscopus collybita
147466,A,40,Russian Federation,www.xeno-canto.org/147466/download,Phylloscopus collybita
147465,A,27,Russian Federation,www.xeno-canto.org/147465/download,Phylloscopus collybita
145232,A,59,Kazakhstan,www.xeno-canto.org/145232/download,Phylloscopus collybita
145177,A,84,Kazakhstan,www.xeno-canto.org/145177/download,Phylloscopus collybita
145166,A,19,Kazakhstan,www.xeno-canto.org/145166/download,Phylloscopus collybita
144526,A,28,Russian Federation,www.xeno-canto.org/144526/download,Phylloscopus collybita
144519,A,46,Russian Federation,www.xeno-canto.org/144519/download,Phylloscopus collybita
143968,A,27,France,www.xeno-canto.org/143968/download,Phylloscopus collybita
143317,A,15,Germany,www.xeno-canto.org/143317/download,Phylloscopus collybita
143099,A,93,France,www.xeno-canto.org/143099/download,Phylloscopus collybita
142737,A,67,Belgium,www.xeno-canto.org/142737/download,Phylloscopus collybita
142271,A,93,Turkey,www.xeno-canto.org/142271/download,Phylloscopus collybita
139732,A,78,France,www.xeno-canto.org/139732/download,Phylloscopus collybita
138845,A,40,France,www.xeno-canto.org/138845/download,Phylloscopus collybita
138843,A,45,France,www.xeno-canto.org/138843/download,Phylloscopus collybita
138378,A,69,France,www.xeno-canto.org/138378/download,Phylloscopus collybita
137850,A,28,France,www.xeno-canto.org/137850/download,Phylloscopus collybita
135425,A,47,Poland,www.xeno-canto.org/135425/download,Phylloscopus collybita
135177,A,39,France,www.xeno-canto.org/135177/download,Phylloscopus collybita
134901,A,14,Netherlands,www.xeno-canto.org/134901/download,Phylloscopus collybita
134205,A,69,Germany,www.xeno-canto.org/134205/download,Phylloscopus collybita
133961,A,35,France,www.xeno-canto.org/133961/download,Phylloscopus collybita
133377,A,63,France,www.xeno-canto.org/133377/download,Phylloscopus collybita
133155,A,27,Poland,www.xeno-canto.org/133155/download,Phylloscopus collybita
132620,A,42,Poland,www.xeno-canto.org/132620/download,Phylloscopus collybita
132264,A,63,Israel,www.xeno-canto.org/132264/download,Phylloscopus collybita
131381,A,35,Netherlands,www.xeno-canto.org/131381/download,Phylloscopus collybita
130950,A,58,Germany,www.xeno-canto.org/130950/download,Phylloscopus collybita
130902,A,12,France,www.xeno-canto.org/130902/download,Phylloscopus collybita
129814,A,94,United Kingdom,www.xeno-canto.org/129814/download,Phylloscopus collybita
129812,A,24,United Kingdom,www.xeno-canto.org/129812/download,Phylloscopus collybita
129693,A,79,France,www.xeno-canto.org/129693/download,Phylloscopus collybita
129459,A,37,Poland,www.xeno-canto.org/129459/download,Phylloscopus collybita
128972,A,49,United Kingdom,www.xeno-canto.org/128972/download,Phylloscopus collybita
128096,A,28,France,www.xeno-canto.org/128096/download,Phylloscopus collybita
125209,A,11,Russian Federation,www.xeno-canto.org/125209/download,Phylloscopus collybita
121969,A,78,United Kingdom,www.xeno-canto.org/121969/download,Phylloscopus collybita
121965,A,91,United Kingdom,www.xeno-canto.org/121965/download,Phylloscopus collybita
121964,A,64,United Kingdom,www.xeno-canto.org/121964/download,Phylloscopus collybita
121963,A,32,United Kingdom,www.xeno-canto.org/121963/download,Phylloscopus collybita
120470,A,45,Kazakhstan,www.xeno-canto.org/120470/download,Phylloscopus collybita
120448,A,22,Kazakhstan,www.xeno-canto.org/120448/download,Phylloscopus collybita
120346,A,45,Kazakhstan,www.xeno-canto.org/120346/download,Phylloscopus collybita
120201,A,50,Russian Federation,www.xeno-canto.org/120201/download,Phylloscopus collybita
108434,A,31,Netherlands,www.xeno-canto.org/108434/download,Phylloscopus collybita
105159,A,62,Italy,www.xeno-canto.org/105159/download,Phylloscopus collybita
103830,A,18,Poland,www.xeno-canto.org/103830/download,Phylloscopus collybita
103825,A,46,Poland,www.xeno-canto.org/103825/download,Phylloscopus collybita
103823,A,59,Poland,www.xeno-canto.org/103823/download,Phylloscopus collybita
103535,A,40,Poland,www.xeno-canto.org/103535/download,Phylloscopus collybita
103404,A,94,Poland,www.xeno-canto.org/103404/download,Phylloscopus collybita
103158,A,62,Germany,www.xeno-canto.org/103158/download,Phylloscopus collybita
103014,A,31,Poland,www.xeno-canto.org/103014/download,Phylloscopus collybita
100542,A,70,Germany,www.xeno-canto.org/100542/download,Phylloscopus collybita
99953,A,21,Poland,www.xeno-canto.org/99953/download,Phylloscopus collybita
98767,A,33,Netherlands,www.xeno-canto.org/98767/download,Phylloscopus collybita
98684,A,93,Spain,www.xeno-canto.org/98684/download,Phylloscopus collybita
97737,A,22,United Kingdom,www.xeno-canto.org/97737/download,Phylloscopus collybita
97446,A,44,United Kingdom,www.xeno-canto.org/97446/download,Phylloscopus collybita
97445,A,12,United Kingdom,www.xeno-canto.org/97445/download,Phylloscopus collybita
97115,A,61,Germany,www.xeno-canto.org/97115/download,Phylloscopus collybita
92206,A,26,Spain,www.xeno-canto.org/92206/download,Phylloscopus collybita
92012,A,22,Netherlands,www.xeno-canto.org/92012/download,Phylloscopus collybita
90927,A,19,Poland,www.xeno-canto.org/90927/download,Phylloscopus collybita
90851,A,15,Poland,www.xeno-canto.org/90851/download,Phylloscopus collybita
90221,A,75,Netherlands,www.xeno-canto.org/90221/download,Phylloscopus collybita
88879,A,75,Netherlands,www.xeno-canto.org/88879/download,Phylloscopus collybita
84059,A,62,Sweden,www.xeno-canto.org/84059/download,Phylloscopus collybita
84057,A,64,Sweden,www.xeno-canto.org/84057/download,Phylloscopus collybita
83207,A,24,Netherlands,www.xeno-canto.org/83207/download,Phylloscopus collybita
82678,A,49,Finland,www.xeno-canto.org/82678/download,Phylloscopus collybita
80722,A,60,Germany,www.xeno-canto.org/80722/download,Phylloscopus collybita
80320,A,17,France,www.xeno-canto.org/80320/download,Phylloscopus collybita
77714,A,49,United Kingdom,www.xeno-canto.org/77714/download,Phylloscopus collybita
77442,A,86,Sweden,www.xeno-canto.org/77442/download,Phylloscopus collybita
77394,A,36,Denmark,www.xeno-canto.org/77394/download,Phylloscopus collybita
75948,A,26,Spain,www.xeno-canto.org/75948/download,Phylloscopus collybita
75462,A,16,Germany,www.xeno-canto.org/75462/download,Phylloscopus collybita
74893,A,66,Germany,www.xeno-canto.org/74893/download,Phylloscopus collybita
72667,A,33,Germany,www.xeno-canto.org/72667/download,Phylloscopus collybita
65140,A,36,Spain,www.xeno-canto.org/65140/download,Phylloscopus collybita
57168,A,18,France,www.xeno-canto.org/57168/download,Phylloscopus collybita
56410,A,12,Russian Federation,www.xeno-canto.org/56410/download,Phylloscopus collybita
56298,A,22,Netherlands,www.xeno-canto.org/56298/download,Phylloscopus collybita
56086,A,82,Germany,www.xeno-canto.org/56086/download,Phylloscopus collybita
55168,A,10,France,www.xeno-canto.org/55168/download,Phylloscopus collybita
54052,A,33,Italy,www.xeno-canto.org/54052/download,Phylloscopus collybita
54050,A,28,Italy,www.xeno-canto.org/54050/download,Phylloscopus collybita
48383,A,26,Germany,www.xeno-canto.org/48383/download,Phylloscopus collybita
48101,A,42,Netherlands,www.xeno-canto.org/48101/download,Phylloscopus collybita
46524,A,26,Netherlands,www.xeno-canto.org/46524/download,Phylloscopus collybita
44957,A,18,Netherlands,www.xeno-canto.org/44957/download,Phylloscopus collybita
36902,A,30,Netherlands,www.xeno-canto.org/36902/download,Phylloscopus collybita
36603,A,38,Czech Republic,www.xeno-canto.org/36603/download,Phylloscopus collybita
36357,A,54,Russian Federation,www.xeno-canto.org/36357/download,Phylloscopus collybita
35974,A,88,Czech Republic,www.xeno-canto.org/35974/download,Phylloscopus collybita
35097,A,30,Spain,www.xeno-canto.org/35097/download,Phylloscopus collybita
32094,A,57,Norway,www.xeno-canto.org/32094/download,Phylloscopus collybita
32011,A,51,Netherlands,www.xeno-canto.org/32011/download,Phylloscopus collybita
28027,A,64,Germany,www.xeno-canto.org/28027/download,Phylloscopus collybita
26762,A,47,Sweden,www.xeno-canto.org/26762/download,Phylloscopus collybita
25760,A,40,Denmark,www.xeno-canto.org/25760/download,Phylloscopus collybita
19853,A,14,Kazakhstan,www.xeno-canto.org/19853/download,Phylloscopus collybita
546706,B,41,Russian Federation,www.xeno-canto.org/546706/download,Phylloscopus collybita
546705,B,17,Russian Federation,www.xeno-canto.org/546705/download,Phylloscopus collybita
544275,B,68,Belgium,www.xeno-canto.org/544275/download,Phylloscopus collybita
544274,B,20,United Kingdom,www.xeno-canto.org/544274/download,Phylloscopus collybita
540530,B,79,Poland,www.xeno-canto.org/540530/download,Phylloscopus collybita
539922,B,14,Germany,www.xeno-canto.org/539922/download,Phylloscopus collybita
539128,B,80,Poland,www.xeno-canto.org/539128/download,Phylloscopus collybita
532743,B,15,United Kingdom,www.xeno-canto.org/532743/download,Phylloscopus collybita
529059,B,14,Norway,www.xeno-canto.org/529059/download,Phylloscopus collybita
527753,B,18,Netherlands,www.xeno-canto.org/527753/download,Phylloscopus collybita
521835,B,11,Spain,www.xeno-canto.org/521835/download,Phylloscopus collybita
516355,B,26,France,www.xeno-canto.org/516355/download,Phylloscopus collybita
513004,B,72,Netherlands,www.xeno-canto.org/513004/download,Phylloscopus collybita
507302,B,26,Iran,www.xeno-canto.org/507302/download,Phylloscopus collybita
505811,B,79,Spain,www.xeno-canto.org/505811/download,Phylloscopus collybita
497753,B,50,France,www.xeno-canto.org/497753/download,Phylloscopus collybita
494002,B,70,Sweden,www.xeno-canto.org/494002/download,Phylloscopus collybita
493003,B,52,Russian Federation,www.xeno-canto.org/493003/download,Phylloscopus collybita
492471,B,97,Russian Federation,www.xeno-canto.org/492471/download,Phylloscopus collybita
491965,B,10,Russian Federation,www.xeno-canto.org/491965/download,Phylloscopus collybita
491905,B,61,Germany,www.xeno-canto.org/491905/download,Phylloscopus collybita
490667,B,33,Russian Federation,www.xeno-canto.org/490667/download,Phylloscopus collybita
490371,B,49,Russian Federation,www.xeno-canto.org/490371/download,Phylloscopus collybita
488583,B,23,Russian Federation,www.xeno-canto.org/488583/download,Phylloscopus collybita
487145,B,58,Russian Federation,www.xeno-canto.org/487145/download,Phylloscopus collybita
484636,B,10,Russian Federation,www.xeno-canto.org/484636/download,Phylloscopus collybita
484635,B,33,Russian Federation,www.xeno-canto.org/484635/download,Phylloscopus collybita
484584,B,31,Netherlands,www.xeno-canto.org/484584/download,Phylloscopus collybita
484195,B,46,Russian Federation,www.xeno-canto.org/484195/download,Phylloscopus collybita
483846,B,59,Poland,www.xeno-canto.org/483846/download,Phylloscopus collybita
483704,B,18,Poland,www.xeno-canto.org/483704/download,Phylloscopus collybita
481788,B,40,Germany,www.xeno-canto.org/481788/download,Phylloscopus collybita
480530,B,10,Azerbaijan,www.xeno-canto.org/480530/download,Phylloscopus collybita
480519,B,10,Azerbaijan,www.xeno-canto.org/480519/download,Phylloscopus collybita
479503,B,36,Germany,www.xeno-canto.org/479503/download,Phylloscopus collybita
477295,B,59,Poland,www.xeno-canto.org/477295/download,Phylloscopus collybita
476698,B,89,Estonia,www.xeno-canto.org/476698/download,Phylloscopus collybita
475882,B,90,Sweden,www.xeno-canto.org/475882/download,Phylloscopus collybita
470685,B,72,Poland,www.xeno-canto.org/470685/download,Phylloscopus collybita
470681,B,96,Poland,www.xeno-canto.org/470681/download,Phylloscopus collybita
469996,B,73,Italy,www.xeno-canto.org/469996/download,Phylloscopus collybita
469800,B,25,Czech Republic,www.xeno-canto.org/469800/download,Phylloscopus collybita
469443,B,39,Germany,www.xeno-canto.org/469443/download,Phylloscopus collybita
469437,B,12,Germany,www.xeno-canto.org/469437/download,Phylloscopus collybita
468910,B,33,Netherlands,www.xeno-canto.org/468910/download,Phylloscopus collybita
468488,B,50,Norway,www.xeno-canto.org/468488/download,Phylloscopus collybita
468286,B,28,France,www.xeno-canto.org/468286/download,Phylloscopus collybita
467633,B,35,Ukraine,www.xeno-canto.org/467633/download,Phylloscopus collybita
467281,B,84,Poland,www.xeno-canto.org/467281/download,Phylloscopus collybita
466856,B,78,France,www.xeno-canto.org/466856/download,Phylloscopus collybita
466033,B,85,France,www.xeno-canto.org/466033/download,Phylloscopus collybita
466007,B,50,United Kingdom,www.xeno-canto.org/466007/download,Phylloscopus collybita
465934,B,97,United Kingdom,www.xeno-canto.org/465934/download,Phylloscopus collybita
465931,B,77,United Kingdom,www.xeno-canto.org/465931/download,Phylloscopus collybita
465779,B,46,Netherlands,www.xeno-canto.org/465779/download,Phylloscopus collybita
465420,B,70,United Kingdom,www.xeno-canto.org/465420/download,Phylloscopus collybita
464840,B,61,Poland,www.xeno-canto.org/464840/download,Phylloscopus collybita
462619,B,82,Portugal,www.xeno-canto.org/462619/download,Phylloscopus collybita
459753,B,62,Portugal,www.xeno-canto.org/459753/download,Phylloscopus collybita
459747,B,20,Portugal,www.xeno-canto.org/459747/download,Phylloscopus collybita
459745,B,58,Portugal,www.xeno-canto.org/459745/download,Phylloscopus collybita
459740,B,76,Portugal,www.xeno-canto.org/459740/download,Phylloscopus collybita
445379,B,74,Germany,www.xeno-canto.org/445379/download,Phylloscopus collybita
444827,B,68,Germany,www.xeno-canto.org/444827/download,Phylloscopus collybita
442788,B,41,Germany,www.xeno-canto.org/442788/download,Phylloscopus collybita
441535,B,19,Sweden,www.xeno-canto.org/441535/download,Phylloscopus collybita
435796,B,70,Netherlands,www.xeno-canto.org/435796/download,Phylloscopus collybita
435563,B,38,Netherlands,www.xeno-canto.org/435563/download,Phylloscopus collybita
432687,B,32,Germany,www.xeno-canto.org/432687/download,Phylloscopus collybita
432383,B,10,Russian Federation,www.xeno-canto.org/432383/download,Phylloscopus collybita
432382,B,10,Russian Federation,www.xeno-canto.org/432382/download,Phylloscopus collybita
432043,B,38,Russian Federation,www.xeno-canto.org/432043/download,Phylloscopus collybita
431691,B,44,Russian Federation,www.xeno-canto.org/431691/download,Phylloscopus collybita
431690,B,48,Russian Federation,www.xeno-canto.org/431690/download,Phylloscopus collybita
431689,B,84,Russian Federation,www.xeno-canto.org/431689/download,Phylloscopus collybita
431632,B,28,Sweden,www.xeno-canto.org/431632/download,Phylloscopus collybita
431224,B,36,Russian Federation,www.xeno-canto.org/431224/download,Phylloscopus collybita
431223,B,18,Russian Federation,www.xeno-canto.org/431223/download,Phylloscopus collybita
431222,B,10,Russian Federation,www.xeno-canto.org/431222/download,Phylloscopus collybita
430919,B,34,Russian Federation,www.xeno-canto.org/430919/download,Phylloscopus collybita
430918,B,38,Russian Federation,www.xeno-canto.org/430918/download,Phylloscopus collybita
430917,B,10,Russian Federation,www.xeno-canto.org/430917/download,Phylloscopus collybita
423686,B,14,Netherlands,www.xeno-canto.org/423686/download,Phylloscopus collybita
421388,B,62,Germany,www.xeno-canto.org/421388/download,Phylloscopus collybita
421351,B,39,United Kingdom,www.xeno-canto.org/421351/download,Phylloscopus collybita
420474,B,24,Belgium,www.xeno-canto.org/420474/download,Phylloscopus collybita
420379,B,81,Portugal,www.xeno-canto.org/420379/download,Phylloscopus collybita
420319,B,28,Germany,www.xeno-canto.org/420319/download,Phylloscopus collybita
420052,B,55,Germany,www.xeno-canto.org/420052/download,Phylloscopus collybita
420047,B,87,Germany,www.xeno-canto.org/420047/download,Phylloscopus collybita
419698,B,10,Germany,www.xeno-canto.org/419698/download,Phylloscopus collybita
419697,B,31,Germany,www.xeno-canto.org/419697/download,Phylloscopus collybita
417584,B,53,Netherlands,www.xeno-canto.org/417584/download,Phylloscopus collybita
417267,B,28,United Kingdom,www.xeno-canto.org/417267/download,Phylloscopus collybita
417247,B,49,Sweden,www.xeno-canto.org/417247/download,Phylloscopus collybita
417221,B,78,Germany,www.xeno-canto.org/417221/download,Phylloscopus collybita
416498,B,54,United Kingdom,www.xeno-canto.org/416498/download,Phylloscopus collybita
416368,B,30,France,www.xeno-canto.org/416368/download,Phylloscopus collybita
414925,B,84,France,www.xeno-canto.org/414925/download,Phylloscopus collybita
414222,B,92,United Kingdom,www.xeno-canto.org/414222/download,Phylloscopus collybita
414221,B,49,United Kingdom,www.xeno-canto.org/414221/download,Phylloscopus collybita
413876,B,44,Ukraine,www.xeno-canto.org/413876/download,Phylloscopus collybita
411424,B,18,United Kingdom,www.xeno-canto.org/411424/download,Phylloscopus collybita
411418,B,86,Greece,www.xeno-canto.org/411418/download,Phylloscopus collybita
410708,B,78,Germany,www.xeno-canto.org/410708/download,Phylloscopus collybita
410443,B,44,Germany,www.xeno-canto.org/410443/download,Phylloscopus collybita
410056,B,34,France,www.xeno-canto.org/410056/download,Phylloscopus collybita
409436,B,25,Germany,www.xeno-canto.org/409436/download,Phylloscopus collybita
406776,B,67,Germany,www.xeno-canto.org/406776/download,Phylloscopus collybita
406572,B,72,Spain,www.xeno-canto.org/406572/download,Phylloscopus collybita
404896,B,89,Belgium,www.xeno-canto.org/404896/download,Phylloscopus collybita
403823,B,60,United Arab Emirates,www.xeno-canto.org/403823/download,Phylloscopus collybita
403540,B,30,Germany,www.xeno-canto.org/403540/download,Phylloscopus collybita
402510,B,35,Germany,www.xeno-canto.org/402510/download,Phylloscopus collybita
402225,B,39,Germany,www.xeno-canto.org/402225/download,Phylloscopus collybita
401838,B,63,Norway,www.xeno-canto.org/401838/download,Phylloscopus collybita
401110,B,82,Germany,www.xeno-canto.org/401110/download,Phylloscopus collybita
401108,B,41,Germany,www.xeno-canto.org/401108/download,Phylloscopus collybita
399412,B,25,Germany,www.xeno-canto.org/399412/download,Phylloscopus collybita
399032,B,63,Germany,www.xeno-canto.org/399032/download,Phylloscopus collybita
399030,B,73,Germany,www.xeno-canto.org/399030/download,Phylloscopus collybita
397256,B,63,Germany,www.xeno-canto.org/397256/download,Phylloscopus collybita
397239,B,92,Germany,www.xeno-canto.org/397239/download,Phylloscopus collybita
397238,B,25,Germany,www.xeno-canto.org/397238/download,Phylloscopus collybita
396849,B,29,France,www.xeno-canto.org/396849/download,Phylloscopus collybita
395044,B,44,Germany,www.xeno-canto.org/395044/download,Phylloscopus collybita
394638,B,40,Netherlands,www.xeno-canto.org/394638/download,Phylloscopus collybita
393715,B,61,Senegal,www.xeno-canto.org/393715/download,Phylloscopus collybita
391799,B,65,France,www.xeno-canto.org/391799/download,Phylloscopus collybita
386453,B,14,United Kingdom,www.xeno-canto.org/386453/download,Phylloscopus collybita
386443,B,16,United Kingdom,www.xeno-canto.org/386443/download,Phylloscopus collybita
386150,B,29,Denmark,www.xeno-canto.org/386150/download,Phylloscopus collybita
386065,B,21,Germany,www.xeno-canto.org/386065/download,Phylloscopus collybita
385402,B,19,France,www.xeno-canto.org/385402/download,Phylloscopus collybita
385082,B,51,France,www.xeno-canto.org/385082/download,Phylloscopus collybita
384367,B,78,Denmark,www.xeno-canto.org/384367/download,Phylloscopus collybita
384366,B,15,Denmark,www.xeno-canto.org/384366/download,Phylloscopus collybita
384364,B,50,Denmark,www.xeno-canto.org/384364/download,Phylloscopus collybita
384363,B,39,Denmark,www.xeno-canto.org/384363/download,Phylloscopus collybita
384355,B,23,Denmark,www.xeno-canto.org/384355/download,Phylloscopus collybita
384251,B,34,Denmark,www.xeno-canto.org/384251/download,Phylloscopus collybita
384240,B,41,Denmark,www.xeno-canto.org/384240/download,Phylloscopus collybita
384239,B,60,Denmark,www.xeno-canto.org/384239/download,Phylloscopus collybita
384238,B,54,Denmark,www.xeno-canto.org/384238/download,Phylloscopus collybita
383271,B,11,Denmark,www.xeno-canto.org/383271/download,Phylloscopus collybita
382642,B,21,Germany,www.xeno-canto.org/382642/download,Phylloscopus collybita
380431,B,96,Belgium,www.xeno-canto.org/380431/download,Phylloscopus collybita
380244,B,19,Switzerland,www.xeno-canto.org/380244/download,Phylloscopus collybita
379972,B,88,Belgium,www.xeno-canto.org/379972/download,Phylloscopus collybita
378754,B,59,Portugal,www.xeno-canto.org/378754/download,Phylloscopus collybita
378611,B,68,Germany,www.xeno-canto.org/378611/download,Phylloscopus collybita
378159,B,77,Denmark,www.xeno-canto.org/378159/download,Phylloscopus collybita
378158,B,48,Denmark,www.xeno-canto.org/378158/download,Phylloscopus collybita
377550,B,61,Germany,www.xeno-canto.org/377550/download,Phylloscopus collybita
375154,B,41,Poland,www.xeno-canto.org/375154/download,Phylloscopus collybita
374183,B,88,France,www.xeno-canto.org/374183/download,Phylloscopus collybita
373694,B,98,Sweden,www.xeno-canto.org/373694/download,Phylloscopus collybita
372492,B,12,France,www.xeno-canto.org/372492/download,Phylloscopus collybita
371681,B,57,Belgium,www.xeno-canto.org/371681/download,Phylloscopus collybita
368761,B,63,Spain,www.xeno-canto.org/368761/download,Phylloscopus collybita
368760,B,51,Spain,www.xeno-canto.org/368760/download,Phylloscopus collybita
368375,B,88,Germany,www.xeno-canto.org/368375/download,Phylloscopus collybita
368261,B,47,Germany,www.xeno-canto.org/368261/download,Phylloscopus collybita
367761,B,85,Italy,www.xeno-canto.org/367761/download,Phylloscopus collybita
367368,B,31,Ukraine,www.xeno-canto.org/367368/download,Phylloscopus collybita
367366,B,98,Ukraine,www.xeno-canto.org/367366/download,Phylloscopus collybita
367365,B,12,Ukraine,www.xeno-canto.org/367365/download,Phylloscopus collybita
367335,B,82,Denmark,www.xeno-canto.org/367335/download,Phylloscopus collybita
366347,B,62,United Kingdom,www.xeno-canto.org/366347/download,Phylloscopus collybita
366160,B,35,Germany,www.xeno-canto.org/366160/download,Phylloscopus collybita
365789,B,98,Denmark,www.xeno-canto.org/365789/download,Phylloscopus collybita
365057,B,57,United Kingdom,www.xeno-canto.org/365057/download,Phylloscopus collybita
364471,B,64,Netherlands,www.xeno-canto.org/364471/download,Phylloscopus collybita
364069,B,95,Germany,www.xeno-canto.org/364069/download,Phylloscopus collybita
363803,B,54,Sweden,www.xeno-canto.org/363803/download,Phylloscopus collybita
363730,B,55,Poland,www.xeno-canto.org/363730/download,Phylloscopus collybita
363728,B,92,Poland,www.xeno-canto.org/363728/download,Phylloscopus collybita
363696,B,50,Germany,www.xeno-canto.org/363696/download,Phylloscopus collybita
363693,B,52,Germany,www.xeno-canto.org/363693/download,Phylloscopus collybita
363001,B,57,Poland,www.xeno-canto.org/363001/download,Phylloscopus collybita
363000,B,81,Poland,www.xeno-canto.org/363000/download,Phylloscopus collybita
362865,B,58,United Kingdom,www.xeno-canto.org/362865/download,Phylloscopus collybita
362836,B,39,United Kingdom,www.xeno-canto.org/362836/download,Phylloscopus collybita
362835,B,25,United Kingdom,www.xeno-canto.org/362835/download,Phylloscopus collybita
362731,B,46,Germany,www.xeno-canto.org/362731/download,Phylloscopus collybita
362730,B,35,Germany,www.xeno-canto.org/362730/download,Phylloscopus collybita
362636,B,97,Germany,www.xeno-canto.org/362636/download,Phylloscopus collybita
362632,B,88,Germany,www.xeno-canto.org/362632/download,Phylloscopus collybita
362630,B,63,Germany,www.xeno-canto.org/362630/download,Phylloscopus collybita
362624,B,48,Germany,www.xeno-canto.org/362624/download,Phylloscopus collybita
362392,B,94,Germany,www.xeno-canto.org/362392/download,Phylloscopus collybita
362390,B,37,Germany,www.xeno-canto.org/362390/download,Phylloscopus collybita
362388,B,83,Germany,www.xeno-canto.org/362388/download,Phylloscopus collybita
362386,B,92,Germany,www.xeno-canto.org/362386/download,Phylloscopus collybita
362007,B,50,Ireland,www.xeno-canto.org/362007/download,Phylloscopus collybita
361978,B,15,Netherlands,www.xeno-canto.org/361978/download,Phylloscopus collybita
361422,B,43,France,www.xeno-canto.org/361422/download,Phylloscopus collybita
360952,B,24,Hungary,www.xeno-canto.org/360952/download,Phylloscopus collybita
359428,B,75,Germany,www.xeno-canto.org/359428/download,Phylloscopus collybita
359427,B,76,Germany,www.xeno-canto.org/359427/download,Phylloscopus collybita
358877,B,19,Spain,www.xeno-canto.org/358877/download,Phylloscopus collybita
358632,B,28,France,www.xeno-canto.org/358632/download,Phylloscopus collybita
358602,B,10,Belgium,www.xeno-canto.org/358602/download,Phylloscopus collybita
356361,B,74,Poland,www.xeno-canto.org/356361/download,Phylloscopus collybita
356358,B,54,Poland,www.xeno-canto.org/356358/download,Phylloscopus collybita
354086,B,80,Sweden,www.xeno-canto.org/354086/download,Phylloscopus collybita
344611,B,36,Sweden,www.xeno-canto.org/344611/download,Phylloscopus collybita
334961,B,99,Germany,www.xeno-canto.org/334961/download,Phylloscopus collybita
333338,B,64,Germany,www.xeno-canto.org/333338/download,Phylloscopus collybita
333296,B,64,Germany,www.xeno-canto.org/333296/download,Phylloscopus collybita
333223,B,32,France,www.xeno-canto.org/333223/download,Phylloscopus collybita
333139,B,29,France,www.xeno-canto.org/333139/download,Phylloscopus collybita
